region_code,fac_id,bldg,description,bldg_status,bldg_class,prop_type,entry_date,entry_clerk,addr1,addr2,bldg_city,bldg_county,bldg_state_code,bldg_zip,country,owned_leased,date_occupied,date_purchased,purchase_price,acres,parking,max_cost,date_built,useful_life,cost_of_land,cost_of_bldg,appr_value,est_value,book_value,clli,smart_bldg,redundant,nonassignable_sqft,user_assignable,circulation_sqft,occupied_sqft,latitude,longitude,structure_owned,land_owned,co_class,bfms_code,cable_vault,tax_code,tower,standby_power,client_parking,employee_parking,client_park_mat,emp_park_mat,other_parking,client_security,emp_security,bldg_security,sechrs_opr,foundation_type,ssc_material,ssc_system,bldg_envelope,vintage_year,roof_type,blob_id,baselne_usg_sqft,baseline_cost_sqft,bench_usg_sqft,bench_cost_sqft,base_uom,bnch_uom,user_gross,user_rentable,user_useable,cad_drawing,edit_date,edit_clerk,gross_sqft,rentable_sqft,usable_sqft,assignable_sqft,location_gross_sqft,user_nonassignable_sqft,bldg_directions,fire_dept,fire_dept_phone,police,police_phone,link_tranx_num,doc_id,af1,af2,af3,af4,af5,af6,af7,af8,af9,af10,af11,af12,depr_factor,survey_sqft_rollup,hvac_type,housekeeping_code,exposure_value,exposure_hazard,fire_protection_class,construction_type,gis_layer,multitenant_id,angle,climate_zone,af13,af14,af15,af16
PSU,MAIN CAMPUS,B0004,PSC - PETER W. STOTT CENTER,OCCUPIED,4-GEN CLASSRM,AUX,NULL,NULL,930 SW HALL STREET,NULL,PORTLAND,NULL,OR,97201,US,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,168270.0000,NULL,NULL,NULL,2015-12-21 15:15:02.000,OBINNA,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,M0145,CRF - COMMUNITY RECREATION FIELD (PSFLD - PETER STOTT FIELD),OCCUPIED,NULL,NB,NULL,NULL,930 SW HALL STREET,NULL,PORTLAND,NULL,OR,97201,US,Y,NULL,NULL,0.0000,NULL,NULL,0.0000,NULL,NULL,0.00,0.00,0.00,0.00,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,Y,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015-10-12 10:14:02.000,LEONARD8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,I0210,RGH - RESEARCH GREENHOUSE,OCCUPIED,2-HSG & RSRCH,E-G,NULL,NULL,950 SW COLLEGE STREET,NULL,PORTLAND,NULL,OR,97201,US,Y,NULL,NULL,0.0000,NULL,NULL,0.0000,NULL,NULL,0.00,0.00,0.00,0.00,0.00,NULL,NULL,NULL,173.2500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5181.0000,NULL,NULL,NULL,2015-12-21 15:15:54.000,OBINNA,NULL,1169.81,64.17,3605.57,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,B0035,SAB - SIXTH AVENUE BUILDING,INACTIVE,NULL,E-G,NULL,NULL,1950 SW SIXTH AVENUE,NULL,PORTLAND,NULL,OR,97201,US,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9940.9000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30000.0000,NULL,NULL,NULL,2015-12-21 15:55:01.000,LEONARD8,NULL,3885.90,935.58,13490.45,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,B0003,SB1 - SCIENCE BUILDING ONE,OCCUPIED,2-HSG & RSRCH,E-G,NULL,NULL,1025 SW MILL STREET,NULL,PORTLAND,NULL,OR,97201,US,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16593.6300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,92610.0000,NULL,NULL,NULL,2016-03-31 07:27:48.000,WOLF,NULL,17225.08,2220.85,59645.76,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,B0005,SRTC - SCIENCE RESEARCH & TEACHING CENTER,OCCUPIED,2-HSG & RSRCH,E-G,NULL,NULL,1719 SW TENTH AVENUE,NULL,PORTLAND,NULL,OR,97201,US,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23116.0300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,215860.0000,NULL,NULL,NULL,2015-12-21 15:18:56.000,OBINNA,NULL,29726.16,2759.32,131997.33,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,B0099,SBH - SIMON BENSON HOUSE,OCCUPIED,5-GEN OFFICE,E-G,NULL,NULL,1803 SW PARK AVENUE,NULL,PORTLAND,NULL,OR,97201,US,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4209.0000,NULL,NULL,NULL,2015-12-21 15:16:45.000,OBINNA,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,B0042,SEH - STEPHEN EPLER RESIDENCE HALL,OCCUPIED,2-HSG & RSRCH,AUX,NULL,NULL,1136 SW MONTGOMERY STREET,NULL,PORTLAND,NULL,OR,97201,US,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61174.0000,NULL,NULL,NULL,2015-12-21 15:17:28.000,OBINNA,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,OFF CAMPUS,T-SELW,SELW - SELLWOOD WAREHOUSE,UNOCCUPIED,NULL,E-G,NULL,NULL,1702 SE OCHOCO,NULL,NULL,NULL,OR,NULL,US,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015-12-21 15:17:45.000,OBINNA,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,I0212,SGH - SOUTH GREENHOUSE,OCCUPIED,2-HSG & RSRCH,E-G,NULL,NULL,1822 SW 10TH AVE,NULL,PORTLAND,NULL,OR,97201,US,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1800.0000,NULL,NULL,NULL,2015-12-21 15:17:57.000,OBINNA,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,B0025,SH - SHATTUCK HALL & ANNEX,OCCUPIED,4-GEN CLASSRM,E-G,NULL,NULL,1914 SW PARK AVENUE,NULL,PORTLAND,NULL,OR,97201,US,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73082.0000,NULL,NULL,NULL,2015-12-21 15:18:10.000,OBINNA,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,B0018A,SMSU - SMITH MEMORIAL STUDENT UNION,OCCUPIED,3-SUPPORT BLDG,AUX,NULL,NULL,1825 SW BROADWAY AVENUE,NULL,PORTLAND,NULL,OR,97201,US,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2657.7600,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,220435.0000,NULL,NULL,NULL,2015-12-21 15:18:41.000,OBINNA,NULL,26218.54,8825.65,76979.40,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,B0104,STFR - STRATFORD RESIDENCE HALL,OCCUPIED,2-HSG & RSRCH,AUX,NULL,NULL,1609 SW TENTH AVENUE,NULL,PORTLAND,NULL,OR,97201,US,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22950.0000,NULL,NULL,NULL,2015-03-13 09:33:33.000,SHERYR,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,B0105,STHL - ST HELENS RESIDENCE HALL,OCCUPIED,2-HSG & RSRCH,AUX,NULL,NULL,1131 SW MONTGOMERY STREET,NULL,PORTLAND,NULL,OR,97201,US,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36280.0000,NULL,NULL,NULL,2016-03-25 07:58:00.000,WOLF,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,B0133,SYSC - SYSTEMS SCIENCE PH.D. PROGRAM,DEMOLISHED,NULL,E-G,NULL,NULL,1633 SW ELEVENTH AVENUE,NULL,PORTLAND,NULL,OR,97201,US,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,2015-12-21 15:56:57.000,LEONARD8,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,B0255,LBG - LIBRARY BIKE GARAGE,OCCUPIED,PARK,AUX,NULL,NULL,979 SW HARRISON,NULL,PORTLAND,NULL,OR,97201,US,Y,NULL,NULL,0.0000,NULL,NULL,0.0000,NULL,NULL,0.00,0.00,0.00,0.00,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,Y,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2017-07-26 10:51:49.000,LUCIUS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8560,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,B0200A,UCB - UNIVERSITY CENTER BUILDING,OCCUPIED,3-SUPPORT BLDG,AUX,NULL,NULL,527 SW HALL STREET,NULL,PORTLAND,NULL,OR,97201,US,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2474.6400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,78108.0000,NULL,NULL,NULL,2015-12-21 15:20:05.000,OBINNA,NULL,28604.25,1817.09,183494.96,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,B0019,UH - UNIVERSITY HONORS (UHP),OCCUPIED,5-GEN OFFICE,E-G,NULL,NULL,1632 SW TWELFTH AVENUE,NULL,PORTLAND,NULL,OR,97201,US,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5433.0000,NULL,NULL,NULL,2015-12-21 15:20:19.000,OBINNA,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,B0202,UP - UNIVERSITY PLACE,OCCUPIED,3-SUPPORT BLDG,AUX,NULL,NULL,310 SW LINCOLN STREET,NULL,PORTLAND,NULL,OR,97201,US,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,60441.2100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,138124.0000,NULL,NULL,NULL,2015-03-06 11:51:48.683,SHERYR,NULL,31421.87,5104.79,90123.16,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,B0037,URBN - URBAN CENTER BUILDING,OCCUPIED,3-SUPPORT BLDG,E-G,NULL,NULL,506 SW MILL STREET,NULL,PORTLAND,NULL,OR,97201,US,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7803.7400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,135176.0000,NULL,NULL,NULL,2015-12-21 15:20:49.000,OBINNA,NULL,29354.24,16981.60,81651.14,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,B0006B,USB - UNIVERSITY SERVICES BUILDING,OCCUPIED,2-HSG & RSRCH,E-G,NULL,NULL,617 SW MONTGOMERY STREET,NULL,PORTLAND,NULL,OR,97201,US,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,899.2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61965.0000,NULL,NULL,NULL,2015-12-21 15:21:10.000,OBINNA,NULL,2797.85,590.69,22672.78,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,B0251,UTS - 2121 SW FOURTH (UNIVERSITY TECHNOLOGY SERVICES),OCCUPIED,5-GEN OFFICE,E-G,NULL,NULL,2211 SW 4TH,NULL,PORTLAND,NULL,OR,97201,US,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2079.1900,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,41088.0000,NULL,NULL,NULL,2015-12-21 15:21:35.000,OBINNA,NULL,6682.95,1525.44,42847.96,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,B0120,BLU - JOSEPH C. BLUMEL RESIDENCE HALL (JCB),OCCUPIED,2-HSG & RSRCH,AUX,NULL,NULL,1705 SW ELEVENTH AVENUE,NULL,PORTLAND,NULL,OR,97201,US,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,124607.0000,NULL,NULL,NULL,2015-03-13 09:24:32.000,SHERYR,NULL,NULL,NULL,0.00,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,B0024,WHP - WEST HEATING PLANT,OCCUPIED,1-CRITICAL SYST,E-G,NULL,NULL,SW 11TH AVENUE & HALL ST,NULL,PORTLAND,NULL,OR,97201,US,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6379.0000,NULL,NULL,NULL,2015-12-21 15:21:58.000,OBINNA,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,8617,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
