region_code,fac_id,bldg,description,bldg_status,bldg_class,prop_type,entry_date,entry_clerk,addr1,addr2,bldg_city,bldg_county,bldg_state_code,bldg_zip,country,owned_leased,date_occupied,date_purchased,purchase_price,acres,parking,max_cost,date_built,useful_life,cost_of_land,cost_of_bldg,appr_value,est_value,book_value,clli,smart_bldg,redundant,nonassignable_sqft,user_assignable,circulation_sqft,occupied_sqft,latitude,longitude,structure_owned,land_owned,co_class,bfms_code,cable_vault,tax_code,tower,standby_power,client_parking,employee_parking,client_park_mat,emp_park_mat,other_parking,client_security,emp_security,bldg_security,sechrs_opr,foundation_type,ssc_material,ssc_system,bldg_envelope,vintage_year,roof_type,blob_id,baselne_usg_sqft,baseline_cost_sqft,bench_usg_sqft,bench_cost_sqft,base_uom,bnch_uom,user_gross,user_rentable,user_useable,cad_drawing,edit_date,edit_clerk,gross_sqft,rentable_sqft,usable_sqft,assignable_sqft,location_gross_sqft,user_nonassignable_sqft,bldg_directions,fire_dept,fire_dept_phone,police,police_phone,link_tranx_num,doc_id,af1,af2,af3,af4,af5,af6,af7,af8,af9,af10,af11,af12,depr_factor,survey_sqft_rollup,hvac_type,housekeeping_code,exposure_value,exposure_hazard,fire_protection_class,construction_type,gis_layer,multitenant_id,angle,climate_zone,af13,af14,af15,af16
PSU,MAIN CAMPUS,M0154,WKH - WALK OF THE HEROINES,NEWCONST,NULL,NB,NULL,NULL,1025 SW HARRISON,NULL,PORTLAND,NULL,OR,97201,US,Y,NULL,NULL,0.0000,NULL,NULL,0.0000,NULL,NULL,0.00,0.00,0.00,0.00,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015-03-06 11:51:48.683,SHERYR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,B0028,PKM - PARKMILL (XSB),OCCUPIED,4-GEN CLASSRM,E-G,NULL,NULL,1633 SW PARK AVENUE,NULL,PORTLAND,NULL,OR,97201,US,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30246.0000,NULL,NULL,NULL,2016-06-14 13:53:00.000,SHERYR,NULL,NULL,NULL,0.00,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,M0089,EXTERIOR CONCRETE PAVING -,OCCUPIED,NULL,E-G,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1341497.0000,NULL,NULL,NULL,2015-12-21 14:58:31.000,OBINNA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,M0146C,UCP - URBAN CENTER PLAZA,OCCUPIED,NULL,NB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2017-03-01 15:24:14.000,LUCIUS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,OFF CAMPUS,B0261,NCP - NORTHWEST CORPORATE PARK, BUILDING 1,OCCUPIED,3-SUPPORT BLDG,E-G,NULL,NULL,3599 NW YEON AVE,NULL,PORTLAND,NULL,OR,97210,NULL,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,37440.0000,NULL,NULL,NULL,2015-12-21 15:05:14.000,OBINNA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,M0002,BBG - BLUMEL BICYCLE GARAGE,OCCUPIED,NULL,PARKING,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,785.0000,NULL,NULL,NULL,2015-10-12 10:12:24.000,LEONARD8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,B0036B,P FAB - FOURTH AVENUE BUILDING PARKING,OCCUPIED,NULL,PARKING,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,236707.0000,NULL,NULL,NULL,2015-06-10 08:42:11.000,SHERYR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,B0011B,P OND - ONDINE PARKING,OCCUPIED,NULL,PARKING,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,56452.0000,NULL,NULL,NULL,2015-06-10 08:31:09.000,SHERYR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,B0200B,P UCB - UCB PARKING,OCCUPIED,NULL,PARKING,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,107211.0000,NULL,NULL,NULL,2015-06-10 08:47:16.000,SHERYR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,OFF CAMPUS,B0262,PSU SALEM CENTER -,INACTIVE,NULL,E-G,NULL,NULL,4061 WINEMA PLACE NE,NULL,BROOKS,NULL,OR,97305,NULL,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015-12-23 09:22:57.000,LEONARD8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,LIP,LIP - LOCATION IN PROGRESS (USE ONLY FOR EARLY PLANNING),OCCUPIED,NULL,NB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,2016-03-30 09:43:58.000,SHERYR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,US0108,USB FIRST FLOOR - (USE FOR OVERHEAD WORK ORDERS FOR BILLING PURPOSES),OCCUPIED,NULL,NB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015-10-12 10:14:30.000,LEONARD8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,US0001,USB STORES WAREHOUSE - (USE FOR STORES SALES WORK ORDERS ONLY FOR BILLING PURPOSES),OCCUPIED,NULL,NB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015-10-12 10:14:39.000,LEONARD8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,OFF CAMPUS,B0263,CLSB - COLLABORATIVE LIFE SCIENCES BUILDING  (OHSU, OSU, AND PSU),OCCUPIED,2-HSG & RSRCH,E-G,NULL,NULL,2750 SW MOODY AVE,NULL,PORTLAND,MULTNOMAH,OR,97239,NULL,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89109.0000,NULL,NULL,NULL,2015-12-21 14:54:26.000,OBINNA,NULL,NULL,NULL,NULL,NULL,NULL,BUILDING PROJECT AS OF MARCH 1, 2010 - CONSTRUCTION NOT BEGUN AS OF JULY 1, 2010,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,N0165A,WELL - GEOTHERMAL WELL,OCCUPIED,NULL,NB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015-03-06 11:51:48.683,SHERYR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,LDT,LANDSCAPE TRAILER -,INACTIVE,5-GEN OFFICE,NB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015-12-21 15:43:49.000,LEONARD8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,OFF CAMPUS,N0170,PSU-OHSU DATA CONDUIT,OCCUPIED,1-CRITICAL SYST,NB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015-03-13 09:39:41.000,SHERYR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,B0041B,P SEC - SEC PARKING,OCCUPIED,NULL,PARKING,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7492.0000,NULL,NULL,NULL,2015-08-31 14:55:13.000,WOLF,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,B0120B,P BLU - BLUMEL PARKING,OCCUPIED,NULL,PARKING,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,79929.0000,NULL,NULL,NULL,2015-06-10 08:45:45.000,SHERYR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,B0039B,P AB - ART BUILDING PARKING,OCCUPIED,NULL,PARKING,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13201.0000,NULL,NULL,NULL,2015-08-31 14:53:17.000,WOLF,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,UPLPKL,*** DO NOT USE, USE M0156 INSTEAD ***UPPK-UNIVERSITY PLACE PARKING,INACTIVE,NULL,NB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015-12-21 15:38:14.000,LEONARD8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,B0010,PNT - UNIVERSITY POINTE AT COLLEGE STATION,OCCUPIED,NULL,E-G,2011-09-28 10:17:49.350,SHERYR,1950 SW 6TH AVE,NULL,PORTLAND,MULTNOMAH,OR,97201-5226,US,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10015.0000,NULL,NULL,NULL,2015-12-21 15:12:34.000,OBINNA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,M0001,GRDN - COMMUNITY GARDEN,OCCUPIED,NULL,NB,2012-04-23 08:31:54.277,SHERYR,1208 SW MONTGOMERY ST,NULL,PORTLAND,NULL,OR,97201,NULL,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9375.0000,NULL,NULL,NULL,2015-08-31 15:20:27.000,WOLF,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,OFF CAMPUS,B0007,EW-EVERETT WAREHOUSE (LEASE ENDED 7/25/2013),INACTIVE,3-SUPPORT BLDG,E-G,2012-08-23 12:19:05.037,WOLF,835 NW EVERETT STREET,NULL,PORTLAND,MULTNOMAH,OR,97209,US,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015-12-21 15:40:52.000,LEONARD8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,M0025,P SH - SHATTUCK PARKING LOT (VISITOR PARKING) -,OCCUPIED,NULL,PARKING,2012-11-01 08:28:47.783,SHERYR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2017-03-01 15:37:37.000,LUCIUS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
